"","ObservedDate","County","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"319","9/25/2021","Queens","NY",2021,268,"9/5/2019","8/14/2020",751,407,1
"320","9/25/2021","Richmond","NY",2021,268,"9/5/2019","8/14/2020",751,407,1
"321","9/26/2021","Kings","NY",2021,269,"9/5/2019","8/14/2020",752,408,1
"322","9/26/2021","NY","NY",2021,269,"9/5/2019","8/14/2020",752,408,6
"323","9/26/2021","Queens","NY",2021,269,"9/5/2019","8/14/2020",752,408,1
"324","9/26/2021","Richmond","NY",2021,269,"9/5/2019","8/14/2020",752,408,1
"325","9/27/2021","Kings","NY",2021,270,"9/5/2019","8/14/2020",753,409,3
"326","9/27/2021","NY","NY",2021,270,"9/5/2019","8/14/2020",753,409,15
"327","9/1/2019","Hunterdon","NJ",2019,244,"7/18/2021","7/17/2018",-686,411,1
"328","9/29/2021","NY","NY",2021,272,"9/5/2019","8/14/2020",755,411,13
"329","11/7/2015","Berks","PA",2015,311,"11/7/2017","9/22/2014",-731,411,1
"330","9/30/2021","Kings","NY",2021,273,"9/5/2019","8/14/2020",756,412,1
"331","9/30/2021","Richmond","NY",2021,273,"9/5/2019","8/14/2020",756,412,1
"332","10/1/2021","Kings","NY",2021,274,"9/5/2019","8/14/2020",757,413,2
"333","10/1/2021","NY","NY",2021,274,"9/5/2019","8/14/2020",757,413,8
"334","10/1/2021","Queens","NY",2021,274,"9/5/2019","8/14/2020",757,413,1
"335","10/1/2021","Richmond","NY",2021,274,"9/5/2019","8/14/2020",757,413,1
"336","9/4/2019","Warren","NJ",2019,247,"7/18/2021","7/17/2018",-683,414,1
"337","10/2/2021","Kings","NY",2021,275,"9/5/2019","8/14/2020",758,414,4
"338","10/2/2021","NY","NY",2021,275,"9/5/2019","8/14/2020",758,414,4
"339","10/2/2021","Queens","NY",2021,275,"9/5/2019","8/14/2020",758,414,1
"340","10/2/2021","Sullivan","NY",2021,275,"9/5/2019","8/14/2020",758,414,1
"341","10/3/2021","Bronx","NY",2021,276,"9/5/2019","8/14/2020",759,415,1
"342","10/3/2021","Kings","NY",2021,276,"9/5/2019","8/14/2020",759,415,4
"343","10/3/2021","NY","NY",2021,276,"9/5/2019","8/14/2020",759,415,10
"344","10/3/2021","Queens","NY",2021,276,"9/5/2019","8/14/2020",759,415,2
"345","10/4/2021","Queens","NY",2021,277,"9/5/2019","8/14/2020",760,416,1
"346","10/5/2021","Kings","NY",2021,278,"9/5/2019","8/14/2020",761,417,2
"347","10/5/2021","NY","NY",2021,278,"9/5/2019","8/14/2020",761,417,3
"348","10/5/2021","Richmond","NY",2021,278,"9/5/2019","8/14/2020",761,417,1
"349","10/6/2021","NY","NY",2021,279,"9/5/2019","8/14/2020",762,418,8
"350","10/6/2021","Richmond","NY",2021,279,"9/5/2019","8/14/2020",762,418,2
"351","10/7/2021","Kings","NY",2021,280,"9/5/2019","8/14/2020",763,419,1
"352","10/7/2021","NY","NY",2021,280,"9/5/2019","8/14/2020",763,419,2
"353","10/8/2021","Kings","NY",2021,281,"9/5/2019","8/14/2020",764,420,3
"354","10/8/2021","NY","NY",2021,281,"9/5/2019","8/14/2020",764,420,3
"355","10/8/2021","Queens","NY",2021,281,"9/5/2019","8/14/2020",764,420,1
"356","10/9/2021","Kings","NY",2021,282,"9/5/2019","8/14/2020",765,421,1
"357","10/9/2021","NY","NY",2021,282,"9/5/2019","8/14/2020",765,421,2
"358","10/9/2021","Queens","NY",2021,282,"9/5/2019","8/14/2020",765,421,1
"359","10/9/2021","Richmond","NY",2021,282,"9/5/2019","8/14/2020",765,421,2
"360","9/12/2019","Mercer","NJ",2019,255,"7/18/2021","7/17/2018",-675,422,1
"361","10/10/2021","NY","NY",2021,283,"9/5/2019","8/14/2020",766,422,3
"362","9/13/2019","Camden","NJ",2019,256,"7/18/2021","7/17/2018",-674,423,1
"363","10/11/2021","Kings","NY",2021,284,"9/5/2019","8/14/2020",767,423,1
"364","10/11/2021","NY","NY",2021,284,"9/5/2019","8/14/2020",767,423,3
"365","10/11/2021","Queens","NY",2021,284,"9/5/2019","8/14/2020",767,423,1
"366","10/11/2021","Richmond","NY",2021,284,"9/5/2019","8/14/2020",767,423,1
"367","9/14/2019","Gloucester","NJ",2019,257,"7/18/2021","7/17/2018",-673,424,3
"368","9/14/2019","Hunterdon","NJ",2019,257,"7/18/2021","7/17/2018",-673,424,1
"369","10/12/2021","NY","NY",2021,285,"9/5/2019","8/14/2020",768,424,3
"370","10/12/2021","Queens","NY",2021,285,"9/5/2019","8/14/2020",768,424,2
"371","10/12/2021","Richmond","NY",2021,285,"9/5/2019","8/14/2020",768,424,2
"372","9/15/2019","Camden","NJ",2019,258,"7/18/2021","7/17/2018",-672,425,1
"373","9/15/2019","Hunterdon","NJ",2019,258,"7/18/2021","7/17/2018",-672,425,1
"374","9/15/2019","Somerset","NJ",2019,258,"7/18/2021","7/17/2018",-672,425,1
"375","10/13/2021","Kings","NY",2021,286,"9/5/2019","8/14/2020",769,425,2
"376","10/13/2021","NY","NY",2021,286,"9/5/2019","8/14/2020",769,425,2
"377","10/14/2021","NY","NY",2021,287,"9/5/2019","8/14/2020",770,426,2
"378","10/14/2021","Sullivan","NY",2021,287,"9/5/2019","8/14/2020",770,426,1
"379","9/17/2019","Burlington","NJ",2019,260,"7/18/2021","7/17/2018",-670,427,1
"380","9/17/2019","Camden","NJ",2019,260,"7/18/2021","7/17/2018",-670,427,1
"381","9/17/2019","Somerset","NJ",2019,260,"7/18/2021","7/17/2018",-670,427,1
"382","10/15/2021","Kings","NY",2021,288,"9/5/2019","8/14/2020",771,427,1
"383","9/18/2019","Camden","NJ",2019,261,"7/18/2021","7/17/2018",-669,428,1
"384","10/16/2021","NY","NY",2021,289,"9/5/2019","8/14/2020",772,428,2
"385","10/16/2021","Westchester","NY",2021,289,"9/5/2019","8/14/2020",772,428,1
"386","9/19/2019","Hunterdon","NJ",2019,262,"7/18/2021","7/17/2018",-668,429,1
"387","10/17/2021","Kings","NY",2021,290,"9/5/2019","8/14/2020",773,429,1
"388","10/17/2021","Queens","NY",2021,290,"9/5/2019","8/14/2020",773,429,1
"389","10/17/2021","Richmond","NY",2021,290,"9/5/2019","8/14/2020",773,429,1
"390","9/20/2019","Somerset","NJ",2019,263,"7/18/2021","7/17/2018",-667,430,2
"391","10/18/2021","Kings","NY",2021,291,"9/5/2019","8/14/2020",774,430,2
"392","10/18/2021","NY","NY",2021,291,"9/5/2019","8/14/2020",774,430,2
"393","10/18/2021","Queens","NY",2021,291,"9/5/2019","8/14/2020",774,430,1
"394","9/21/2019","Hunterdon","NJ",2019,264,"7/18/2021","7/17/2018",-666,431,1
"395","10/19/2021","Kings","NY",2021,292,"9/5/2019","8/14/2020",775,431,1
"396","9/22/2019","Warren","NJ",2019,265,"7/18/2021","7/17/2018",-665,432,2
"397","10/21/2021","NY","NY",2021,294,"9/5/2019","8/14/2020",777,433,1
"398","10/21/2021","Queens","NY",2021,294,"9/5/2019","8/14/2020",777,433,1
"399","9/24/2019","Camden","NJ",2019,267,"7/18/2021","7/17/2018",-663,434,1
"400","10/22/2021","Kings","NY",2021,295,"9/5/2019","8/14/2020",778,434,1
"401","9/25/2019","Burlington","NJ",2019,268,"7/18/2021","7/17/2018",-662,435,1
"402","9/25/2019","Camden","NJ",2019,268,"7/18/2021","7/17/2018",-662,435,1
"403","9/25/2019","Essex","NJ",2019,268,"7/18/2021","7/17/2018",-662,435,1
"404","9/25/2019","Gloucester","NJ",2019,268,"7/18/2021","7/17/2018",-662,435,1
"405","10/23/2021","Kings","NY",2021,296,"9/5/2019","8/14/2020",779,435,2
"406","10/24/2021","Queens","NY",2021,297,"9/5/2019","8/14/2020",780,436,2
"407","10/24/2021","Richmond","NY",2021,297,"9/5/2019","8/14/2020",780,436,1
"408","9/27/2019","Somerset","NJ",2019,270,"7/18/2021","7/17/2018",-660,437,2
"409","9/27/2019","Warren","NJ",2019,270,"7/18/2021","7/17/2018",-660,437,1
"410","10/25/2021","Bronx","NY",2021,298,"9/5/2019","8/14/2020",781,437,1
"411","9/28/2019","Camden","NJ",2019,271,"7/18/2021","7/17/2018",-659,438,1
"412","10/26/2021","Richmond","NY",2021,299,"9/5/2019","8/14/2020",782,438,1
"413","9/29/2019","Burlington","NJ",2019,272,"7/18/2021","7/17/2018",-658,439,1
"414","9/29/2019","Morris","NJ",2019,272,"7/18/2021","7/17/2018",-658,439,1
"415","10/27/2021","Queens","NY",2021,300,"9/5/2019","8/14/2020",783,439,1
"416","10/28/2021","NY","NY",2021,301,"9/5/2019","8/14/2020",784,440,3
"417","10/28/2021","Richmond","NY",2021,301,"9/5/2019","8/14/2020",784,440,1
"418","10/1/2019","Gloucester","NJ",2019,274,"7/18/2021","7/17/2018",-656,441,1
"419","10/1/2019","Hunterdon","NJ",2019,274,"7/18/2021","7/17/2018",-656,441,1
"420","10/1/2019","Warren","NJ",2019,274,"7/18/2021","7/17/2018",-656,441,1
"421","10/2/2019","Camden","NJ",2019,275,"7/18/2021","7/17/2018",-655,442,1
"422","10/30/2021","NY","NY",2021,303,"9/5/2019","8/14/2020",786,442,1
"423","10/31/2021","Bronx","NY",2021,304,"9/5/2019","8/14/2020",787,443,1
"424","10/4/2019","Burlington","NJ",2019,277,"7/18/2021","7/17/2018",-653,444,1
"425","10/5/2019","Camden","NJ",2019,278,"7/18/2021","7/17/2018",-652,445,1
"426","10/5/2019","Hunterdon","NJ",2019,278,"7/18/2021","7/17/2018",-652,445,2
"427","11/2/2021","Queens","NY",2021,306,"9/5/2019","8/14/2020",789,445,1
"428","10/6/2019","Hunterdon","NJ",2019,279,"7/18/2021","7/17/2018",-651,446,1
"429","10/6/2019","Warren","NJ",2019,279,"7/18/2021","7/17/2018",-651,446,1
"430","11/3/2021","Kings","NY",2021,307,"9/5/2019","8/14/2020",790,446,1
"431","10/7/2019","Camden","NJ",2019,280,"7/18/2021","7/17/2018",-650,447,1
"432","10/7/2019","Mercer","NJ",2019,280,"7/18/2021","7/17/2018",-650,447,1
"433","10/7/2019","Somerset","NJ",2019,280,"7/18/2021","7/17/2018",-650,447,1
"434","11/6/2021","Kings","NY",2021,310,"9/5/2019","8/14/2020",793,449,1
"435","11/6/2021","Westchester","NY",2021,310,"9/5/2019","8/14/2020",793,449,1
"436","10/10/2019","Burlington","NJ",2019,283,"7/18/2021","7/17/2018",-647,450,1
"437","10/12/2019","Gloucester","NJ",2019,285,"7/18/2021","7/17/2018",-645,452,1
"438","10/13/2019","Camden","NJ",2019,286,"7/18/2021","7/17/2018",-644,453,1
"439","10/13/2019","Sussex","NJ",2019,286,"7/18/2021","7/17/2018",-644,453,1
"440","11/10/2021","Richmond","NY",2021,314,"9/5/2019","8/14/2020",797,453,1
"441","10/14/2019","Burlington","NJ",2019,287,"7/18/2021","7/17/2018",-643,454,2
"442","10/14/2019","Camden","NJ",2019,287,"7/18/2021","7/17/2018",-643,454,1
"443","11/11/2021","NY","NY",2021,315,"9/5/2019","8/14/2020",798,454,2
"444","10/15/2019","Camden","NJ",2019,288,"7/18/2021","7/17/2018",-642,455,1
"445","10/15/2019","Middlesex","NJ",2019,288,"7/18/2021","7/17/2018",-642,455,1
"446","11/13/2021","NY","NY",2021,317,"9/5/2019","8/14/2020",800,456,1
"447","11/15/2021","Kings","NY",2021,319,"9/5/2019","8/14/2020",802,458,1
"448","10/19/2019","Gloucester","NJ",2019,292,"7/18/2021","7/17/2018",-638,459,1
"449","11/18/2021","Kings","NY",2021,322,"9/5/2019","8/14/2020",805,461,2
"450","11/19/2021","NY","NY",2021,323,"9/5/2019","8/14/2020",806,462,1
"451","10/23/2019","Hunterdon","NJ",2019,296,"7/18/2021","7/17/2018",-634,463,2
"452","10/24/2019","Camden","NJ",2019,297,"7/18/2021","7/17/2018",-633,464,1
"453","10/25/2019","Warren","NJ",2019,298,"7/18/2021","7/17/2018",-632,465,1
"454","10/26/2019","Burlington","NJ",2019,299,"7/18/2021","7/17/2018",-631,466,4
"455","10/26/2019","Gloucester","NJ",2019,299,"7/18/2021","7/17/2018",-631,466,1
"456","10/29/2019","Hunterdon","NJ",2019,302,"7/18/2021","7/17/2018",-628,469,1
"457","10/29/2019","Somerset","NJ",2019,302,"7/18/2021","7/17/2018",-628,469,1
"458","10/30/2019","Passaic","NJ",2019,303,"7/18/2021","7/17/2018",-627,470,1
"459","11/4/2019","Morris","NJ",2019,308,"7/18/2021","7/17/2018",-622,475,1
"460","11/13/2019","Mercer","NJ",2019,317,"7/18/2021","7/17/2018",-613,484,1
"461","12/12/2021","Richmond","NY",2021,346,"9/5/2019","8/14/2020",829,485,1
"462","12/16/2021","NY","NY",2021,350,"9/5/2019","8/14/2020",833,489,1
"463","12/21/2021","Kings","NY",2021,355,"9/5/2019","8/14/2020",838,494,1
"464","1/9/2022","Kings","NY",2022,9,"9/5/2019","8/14/2020",857,513,11
"465","1/20/2022","Kings","NY",2022,20,"9/5/2019","8/14/2020",868,524,1
"466","2/10/2022","Queens","NY",2022,41,"9/5/2019","8/14/2020",889,545,1
"467","2/17/2022","Richmond","NY",2022,48,"9/5/2019","8/14/2020",896,552,1
"468","2/25/2022","NY","NY",2022,56,"9/5/2019","8/14/2020",904,560,1
"469","3/4/2022","NY","NY",2022,63,"9/5/2019","8/14/2020",911,567,1
"470","3/15/2022","Kings","NY",2022,74,"9/5/2019","8/14/2020",922,578,1
"471","3/29/2022","NY","NY",2022,88,"9/5/2019","8/14/2020",936,592,3
"472","4/5/2022","Kings","NY",2022,95,"9/5/2019","8/14/2020",943,599,5
"473","4/10/2022","Kings","NY",2022,100,"9/5/2019","8/14/2020",948,604,3
"474","3/26/2020","Mercer","NJ",2020,86,"7/18/2021","7/17/2018",-479,618,1
"475","4/30/2022","Richmond","NY",2022,120,"9/5/2019","8/14/2020",968,624,1
"476","5/10/2022","Kings","NY",2022,130,"9/5/2019","8/14/2020",978,634,1
"477","5/13/2022","Kings","NY",2022,133,"9/5/2019","8/14/2020",981,637,1
"478","5/16/2022","Kings","NY",2022,136,"9/5/2019","8/14/2020",984,640,2
"479","5/17/2022","Kings","NY",2022,137,"9/5/2019","8/14/2020",985,641,4
"480","5/17/2022","NY","NY",2022,137,"9/5/2019","8/14/2020",985,641,1
"481","5/17/2022","Richmond","NY",2022,137,"9/5/2019","8/14/2020",985,641,1
"482","5/18/2022","Kings","NY",2022,138,"9/5/2019","8/14/2020",986,642,9
"483","5/18/2022","Queens","NY",2022,138,"9/5/2019","8/14/2020",986,642,1
"484","5/18/2022","Richmond","NY",2022,138,"9/5/2019","8/14/2020",986,642,1
"485","5/21/2022","Kings","NY",2022,141,"9/5/2019","8/14/2020",989,645,4
"486","5/21/2022","Queens","NY",2022,141,"9/5/2019","8/14/2020",989,645,1
"487","5/22/2022","Kings","NY",2022,142,"9/5/2019","8/14/2020",990,646,6
"488","5/22/2022","NY","NY",2022,142,"9/5/2019","8/14/2020",990,646,1
"489","5/23/2022","Kings","NY",2022,143,"9/5/2019","8/14/2020",991,647,5
"490","5/23/2022","NY","NY",2022,143,"9/5/2019","8/14/2020",991,647,4
"491","5/23/2022","Richmond","NY",2022,143,"9/5/2019","8/14/2020",991,647,1
"492","5/24/2022","Kings","NY",2022,144,"9/5/2019","8/14/2020",992,648,7
"493","5/24/2022","Richmond","NY",2022,144,"9/5/2019","8/14/2020",992,648,3
"494","5/25/2022","Kings","NY",2022,145,"9/5/2019","8/14/2020",993,649,1
"495","5/25/2022","NY","NY",2022,145,"9/5/2019","8/14/2020",993,649,1
"496","5/25/2022","Richmond","NY",2022,145,"9/5/2019","8/14/2020",993,649,1
"497","5/26/2022","NY","NY",2022,146,"9/5/2019","8/14/2020",994,650,4
"498","5/26/2022","Richmond","NY",2022,146,"9/5/2019","8/14/2020",994,650,1
"499","5/27/2022","Kings","NY",2022,147,"9/5/2019","8/14/2020",995,651,8
"500","5/27/2022","Richmond","NY",2022,147,"9/5/2019","8/14/2020",995,651,2
"501","5/28/2022","Kings","NY",2022,148,"9/5/2019","8/14/2020",996,652,5
"502","5/28/2022","Queens","NY",2022,148,"9/5/2019","8/14/2020",996,652,1
"503","5/29/2022","Bronx","NY",2022,149,"9/5/2019","8/14/2020",997,653,1
"504","5/29/2022","Kings","NY",2022,149,"9/5/2019","8/14/2020",997,653,8
"505","5/29/2022","NY","NY",2022,149,"9/5/2019","8/14/2020",997,653,1
"506","5/29/2022","Richmond","NY",2022,149,"9/5/2019","8/14/2020",997,653,3
"507","5/30/2022","Kings","NY",2022,150,"9/5/2019","8/14/2020",998,654,6
"508","5/30/2022","NY","NY",2022,150,"9/5/2019","8/14/2020",998,654,1
"509","5/30/2022","Queens","NY",2022,150,"9/5/2019","8/14/2020",998,654,1
"510","5/31/2022","NY","NY",2022,151,"9/5/2019","8/14/2020",999,655,3
"511","5/31/2022","Richmond","NY",2022,151,"9/5/2019","8/14/2020",999,655,1
"512","6/1/2022","Kings","NY",2022,152,"9/5/2019","8/14/2020",1000,656,2
"513","6/1/2022","NY","NY",2022,152,"9/5/2019","8/14/2020",1000,656,1
"514","6/2/2022","Kings","NY",2022,153,"9/5/2019","8/14/2020",1001,657,4
"515","6/2/2022","NY","NY",2022,153,"9/5/2019","8/14/2020",1001,657,1
"516","6/3/2022","Bronx","NY",2022,154,"9/5/2019","8/14/2020",1002,658,1
"517","6/3/2022","Kings","NY",2022,154,"9/5/2019","8/14/2020",1002,658,2
"518","6/3/2022","NY","NY",2022,154,"9/5/2019","8/14/2020",1002,658,1
"519","6/3/2022","Richmond","NY",2022,154,"9/5/2019","8/14/2020",1002,658,3
"520","6/4/2022","Kings","NY",2022,155,"9/5/2019","8/14/2020",1003,659,4
"521","6/4/2022","NY","NY",2022,155,"9/5/2019","8/14/2020",1003,659,2
"522","6/4/2022","Queens","NY",2022,155,"9/5/2019","8/14/2020",1003,659,2
"523","6/4/2022","Richmond","NY",2022,155,"9/5/2019","8/14/2020",1003,659,1
"524","6/5/2022","Kings","NY",2022,156,"9/5/2019","8/14/2020",1004,660,2
"525","6/5/2022","NY","NY",2022,156,"9/5/2019","8/14/2020",1004,660,4
"526","6/5/2022","Richmond","NY",2022,156,"9/5/2019","8/14/2020",1004,660,1
"527","6/6/2022","Kings","NY",2022,157,"9/5/2019","8/14/2020",1005,661,1
"528","6/6/2022","NY","NY",2022,157,"9/5/2019","8/14/2020",1005,661,1
"529","6/6/2022","Richmond","NY",2022,157,"9/5/2019","8/14/2020",1005,661,3
"530","6/7/2022","Kings","NY",2022,158,"9/5/2019","8/14/2020",1006,662,2
"531","6/7/2022","NY","NY",2022,158,"9/5/2019","8/14/2020",1006,662,5
"532","6/7/2022","Richmond","NY",2022,158,"9/5/2019","8/14/2020",1006,662,5
"533","6/8/2022","Bronx","NY",2022,159,"9/5/2019","8/14/2020",1007,663,1
"534","6/8/2022","Kings","NY",2022,159,"9/5/2019","8/14/2020",1007,663,1
"535","6/8/2022","Queens","NY",2022,159,"9/5/2019","8/14/2020",1007,663,2
"536","6/9/2022","Bronx","NY",2022,160,"9/5/2019","8/14/2020",1008,664,1
"537","6/9/2022","Kings","NY",2022,160,"9/5/2019","8/14/2020",1008,664,1
"538","6/9/2022","NY","NY",2022,160,"9/5/2019","8/14/2020",1008,664,5
"539","6/10/2022","Kings","NY",2022,161,"9/5/2019","8/14/2020",1009,665,2
"540","6/10/2022","NY","NY",2022,161,"9/5/2019","8/14/2020",1009,665,2
"541","6/11/2022","Kings","NY",2022,162,"9/5/2019","8/14/2020",1010,666,5
"542","6/11/2022","NY","NY",2022,162,"9/5/2019","8/14/2020",1010,666,4
"543","6/11/2022","Richmond","NY",2022,162,"9/5/2019","8/14/2020",1010,666,2
"544","6/12/2022","Kings","NY",2022,163,"9/5/2019","8/14/2020",1011,667,5
"545","6/12/2022","Queens","NY",2022,163,"9/5/2019","8/14/2020",1011,667,1
"546","6/12/2022","Richmond","NY",2022,163,"9/5/2019","8/14/2020",1011,667,2
"547","6/13/2022","Bronx","NY",2022,164,"9/5/2019","8/14/2020",1012,668,1
"548","6/13/2022","Kings","NY",2022,164,"9/5/2019","8/14/2020",1012,668,2
"549","6/13/2022","NY","NY",2022,164,"9/5/2019","8/14/2020",1012,668,3
"550","6/13/2022","Queens","NY",2022,164,"9/5/2019","8/14/2020",1012,668,1
"551","6/14/2022","Kings","NY",2022,165,"9/5/2019","8/14/2020",1013,669,5
"552","6/14/2022","NY","NY",2022,165,"9/5/2019","8/14/2020",1013,669,4
"553","6/14/2022","Queens","NY",2022,165,"9/5/2019","8/14/2020",1013,669,1
"554","6/14/2022","Richmond","NY",2022,165,"9/5/2019","8/14/2020",1013,669,4
"555","6/15/2022","Bronx","NY",2022,166,"9/5/2019","8/14/2020",1014,670,2
"556","6/15/2022","Kings","NY",2022,166,"9/5/2019","8/14/2020",1014,670,1
"557","6/15/2022","NY","NY",2022,166,"9/5/2019","8/14/2020",1014,670,5
"558","6/15/2022","Richmond","NY",2022,166,"9/5/2019","8/14/2020",1014,670,1
"559","6/16/2022","Kings","NY",2022,167,"9/5/2019","8/14/2020",1015,671,3
"560","6/17/2022","Bronx","NY",2022,168,"9/5/2019","8/14/2020",1016,672,3
"561","6/17/2022","Kings","NY",2022,168,"9/5/2019","8/14/2020",1016,672,4
"562","6/17/2022","Richmond","NY",2022,168,"9/5/2019","8/14/2020",1016,672,4
"563","6/18/2022","Bronx","NY",2022,169,"9/5/2019","8/14/2020",1017,673,4
"564","6/18/2022","Kings","NY",2022,169,"9/5/2019","8/14/2020",1017,673,5
"565","6/18/2022","NY","NY",2022,169,"9/5/2019","8/14/2020",1017,673,5
"566","6/18/2022","Richmond","NY",2022,169,"9/5/2019","8/14/2020",1017,673,2
"567","5/21/2020","Burlington","NJ",2020,142,"7/18/2021","7/17/2018",-423,674,1
"568","5/21/2020","Gloucester","NJ",2020,142,"7/18/2021","7/17/2018",-423,674,2
"569","6/19/2022","Kings","NY",2022,170,"9/5/2019","8/14/2020",1018,674,2
"570","6/19/2022","NY","NY",2022,170,"9/5/2019","8/14/2020",1018,674,3
"571","6/19/2022","Queens","NY",2022,170,"9/5/2019","8/14/2020",1018,674,2
"572","6/19/2022","Richmond","NY",2022,170,"9/5/2019","8/14/2020",1018,674,5
"573","6/20/2022","Kings","NY",2022,171,"9/5/2019","8/14/2020",1019,675,5
"574","6/20/2022","Nassau","NY",2022,171,"9/5/2019","8/14/2020",1019,675,1
"575","6/20/2022","NY","NY",2022,171,"9/5/2019","8/14/2020",1019,675,6
"576","6/20/2022","Richmond","NY",2022,171,"9/5/2019","8/14/2020",1019,675,2
"577","6/21/2022","Kings","NY",2022,172,"9/5/2019","8/14/2020",1020,676,3
"578","6/21/2022","NY","NY",2022,172,"9/5/2019","8/14/2020",1020,676,7
"579","6/21/2022","Richmond","NY",2022,172,"9/5/2019","8/14/2020",1020,676,1
"580","6/21/2022","Rockland","NY",2022,172,"9/5/2019","8/14/2020",1020,676,1
"581","6/22/2022","Kings","NY",2022,173,"9/5/2019","8/14/2020",1021,677,1
"582","6/22/2022","Richmond","NY",2022,173,"9/5/2019","8/14/2020",1021,677,2
"583","6/23/2022","Kings","NY",2022,174,"9/5/2019","8/14/2020",1022,678,7
"584","6/23/2022","NY","NY",2022,174,"9/5/2019","8/14/2020",1022,678,1
"585","6/23/2022","Queens","NY",2022,174,"9/5/2019","8/14/2020",1022,678,1
"586","6/23/2022","Westchester","NY",2022,174,"9/5/2019","8/14/2020",1022,678,1
"587","6/24/2022","Bronx","NY",2022,175,"9/5/2019","8/14/2020",1023,679,1
"588","6/24/2022","Kings","NY",2022,175,"9/5/2019","8/14/2020",1023,679,2
"589","6/24/2022","NY","NY",2022,175,"9/5/2019","8/14/2020",1023,679,5
"590","6/24/2022","Richmond","NY",2022,175,"9/5/2019","8/14/2020",1023,679,7
"591","6/24/2022","Rockland","NY",2022,175,"9/5/2019","8/14/2020",1023,679,1
"592","6/24/2022","Westchester","NY",2022,175,"9/5/2019","8/14/2020",1023,679,1
"593","5/27/2020","Burlington","NJ",2020,148,"7/18/2021","7/17/2018",-417,680,1
"594","6/25/2022","Bronx","NY",2022,176,"9/5/2019","8/14/2020",1024,680,1
"595","6/25/2022","Kings","NY",2022,176,"9/5/2019","8/14/2020",1024,680,1
"596","6/25/2022","NY","NY",2022,176,"9/5/2019","8/14/2020",1024,680,2
"597","6/25/2022","Richmond","NY",2022,176,"9/5/2019","8/14/2020",1024,680,4
"598","5/28/2020","Burlington","NJ",2020,149,"7/18/2021","7/17/2018",-416,681,1
"599","6/26/2022","Kings","NY",2022,177,"9/5/2019","8/14/2020",1025,681,3
"600","6/26/2022","NY","NY",2022,177,"9/5/2019","8/14/2020",1025,681,3
"601","6/26/2022","Westchester","NY",2022,177,"9/5/2019","8/14/2020",1025,681,1
"602","6/27/2022","Bronx","NY",2022,178,"9/5/2019","8/14/2020",1026,682,1
"603","6/27/2022","Kings","NY",2022,178,"9/5/2019","8/14/2020",1026,682,1
"604","6/27/2022","Richmond","NY",2022,178,"9/5/2019","8/14/2020",1026,682,1
"605","6/28/2022","Bronx","NY",2022,179,"9/5/2019","8/14/2020",1027,683,3
"606","6/28/2022","Kings","NY",2022,179,"9/5/2019","8/14/2020",1027,683,3
"607","6/28/2022","Nassau","NY",2022,179,"9/5/2019","8/14/2020",1027,683,1
"608","6/28/2022","Richmond","NY",2022,179,"9/5/2019","8/14/2020",1027,683,1
"609","6/29/2022","Bronx","NY",2022,180,"9/5/2019","8/14/2020",1028,684,1
